"PROVNUM","avg_share_hrs_all","avg_share_hrs_rn","avg_share_hrs_lpn","avg_share_hrs_cna","months_contract","fac_name","county","state","ownership","hospbase","n_cert_beds","qm_rating","overall_rating","health_inspection_rating","staffing_rating","longstay_qm_rating","nursing_staff_turnover","rn_turnover","na_hprd","lpn_hprd","rn_hprd"
"335504",0.0199132145562933,0.014869686497272,0.050719232605355,0.00249728069306578,5,"SENECA HEALTH CARE CENTER","Erie","NY","For profit - Limited Liability company","N",160,4,3,3,2,5,56.1,62.5,2.05782,1.34596,0.41079
"335505",0.210839203557742,0.286478754343483,0.453717699167901,0.12649085576509,15,"HIGHLAND CARE CENTER","Queens","NY","For profit - Corporation","N",320,1,1,2,2,1,31.7,42.9,1.94725,0.6527,0.47523
"335506",0.0929203070490141,0.174062008452353,0.0840024638229648,0.0979840100634107,15,"BRONX CENTER FOR REHABILITATION & HEALTH CARE","Bronx","NY","For profit - Corporation","N",200,5,5,4,3,5,17.3,17.6,2.489,0.90873,0.33815
"335508",0.00840883904459871,0.000147190243389581,0.0113636807086108,0.00850394812611422,15,"SKY VIEW REHABILITATION & HEALTH CARE CENTER L L C","Westchester","NY","For profit - Partnership","N",192,5,4,4,1,5,25.8,35.3,1.90825,0.85413,0.34495
"335510",0.0123224495654706,0,0.0239023986873519,0.00729869472728144,4,"FOLTSBROOK CENTER FOR NURSING AND REHABILITATION","Herkimer","NY","For profit - Corporation","N",163,3,1,1,1,2,55.3,56.5,1.80898,0.94983,0.5507
"335511",0.0287311871117867,0,0.0638934653222251,0.0201342297911396,4,"EAST SIDE NURSING HOME","Wyoming","NY","For profit - Limited Liability company","N",80,3,3,4,1,3,60.9,60,1.55763,0.726,0.47485
"335513",0.145695915356468,0.0638844946742492,0.308989706300181,0.110235957091184,15,"SEAGATE REHABILITATION AND NURSING CENTER","Kings","NY","For profit - Corporation","N",360,4,3,4,1,4,30,50,2.09414,0.52123,0.25089
"335514",0.00989923400781117,0.045520845104005,0,0.00312191817506451,15,"ALLEGRIA NURSING & REHAB CENTER OF PORT JEFFERSON","Suffolk","NY","For profit - Individual","N",143,4,2,2,3,4,35.5,34.8,2.10802,0.7797,0.58319
"335515",0.30157526916716,0.414983702239991,0.231975907817447,0.286192497094279,15,"YONKERS GARDENS CENTER FOR NURSING AND REHAB","Westchester","NY","For profit - Corporation","N",200,1,1,1,2,2,38.7,57.9,2.00599,0.51047,0.79361
"335516",0.131005407041802,0.359835257202957,0.361876377114451,0.0378059796239471,15,"THE PHOENIX REHABILITATION AND NURSING CENTER","Kings","NY","For profit - Limited Liability company","N",400,5,3,3,1,5,30.1,47.5,1.94394,0.53666,0.35604
"335517",0.0152562057280984,0.0523517108510602,0,0.00323463054576357,6,"NEW EAST SIDE NURSING HOME","New York","NY","For profit - Partnership","N",58,4,5,5,4,5,33.3,35.7,2.04146,0.42868,0.94419
"335520",0.0232606453569853,0.0129986285529791,0.0873931386086627,0.000329559867157388,15,"IDEAL SENIOR LIVING CENTER","Broome","NY","Non profit - Corporation","N",150,5,2,1,4,5,39.9,47.4,2.75821,1.21377,0.57557
"335522",0.337502433100403,0.24905817847472,0.457175390911398,0.311398158298437,15,"HARLEM CTR FOR NURSING AND REHABILITATION, L L C","New York","NY","For profit - Corporation","N",200,5,3,2,2,5,44.8,39.4,2.36051,0.76458,0.58669
"335523",0.348896354587309,0.46151718701283,0.44409676164267,0.300299654703538,12,"NORWEGIAN CHRISTIAN HOME AND HEALTH CENTER","Kings","NY","Non profit - Corporation","N",135,5,3,2,2,5,59.5,38.1,2.35058,0.65867,0.77083
"335524",0.150311348413645,0.590992708315196,0,0.00432172760895852,15,"METHODIST HOME FOR NURSING AND REHABILITATION","Bronx","NY","Non profit - Corporation","N",120,5,5,5,4,5,21.7,18.5,2.13903,0.34642,1.08543
"335525",0.130921212271789,0,0.257387749906773,0.093009362487232,15,"RIVERSIDE CENTER FOR REHABILITATION AND NURSING","Rensselaer","NY","For profit - Limited Liability company","N",80,2,1,1,1,3,62.7,53.3,1.57865,0.97649,0.44377
"335526",0.00658552823714874,0,0.0266686761188673,0,7,"HIGHLAND REHABILITATION AND NURSING CENTER","Orange","NY","For profit - Partnership","N",98,3,1,2,1,2,51.1,54.5,2.0226,0.94186,0.45205
"335527",0.0880348540971485,0.174550146862089,0.189176564131346,0.0328278410398227,15,"GOOD SHEPHERD-FAIRVIEW HOME INC","Broome","NY","Non profit - Corporation","N",54,4,4,4,4,3,62.5,70,2.85468,1.23516,0.90339
"335528",0.00136900087516126,0,0.00119519965764791,0.00172596049176759,2,"PLATTSBURGH REHABILITATION AND NURSING CENTER","Clinton","NY","For profit - Corporation","N",89,2,1,1,4,1,47.7,23.1,2.16752,0.79318,0.61259
"335531",0.168761334565774,0.388367849983805,0.0599790121917032,0.134479022140625,15,"HILLSIDE MANOR REHAB & EXTENDED CARE CENTER","Queens","NY","For profit - Limited Liability company","N",400,5,4,3,4,5,24.1,22.9,2.26576,0.4844,0.71251
"335532",0.127149973865087,0.000445887234030984,0.140663379837876,0.138070505598186,15,"AARON MANOR REHABILITATION AND NURSING CENTER","Monroe","NY","For profit - Limited Liability company","N",140,5,5,4,4,3,50.4,6.7,2.17354,1.14337,0.5342
"335533",0.110133559564266,0.0973557127826455,0.155177656185582,0.0868852314549461,15,"ABSOLUT CTR FOR NURSING & REHAB GASPORT L L C","Niagara","NY","For profit - Limited Liability company","N",83,4,3,3,3,5,50.6,60,2.13451,0.96768,0.5117
"335534",0.091946466027341,0,0.110985742737516,0.107686797457946,8,"SALAMANCA REHABILITATION & NURSING CENTER","Cattaraugus","NY","For profit - Limited Liability company","N",120,3,2,2,3,2,61.3,21.4,1.931,0.7328,0.47165
"335537",0.151546634127858,0.154488133800911,0.108165612555343,0.165238123472186,15,"RUTLAND NURSING HOME, INC","Kings","NY","Non profit - Corporation","N",538,4,3,3,4,5,26.8,33.9,2.63464,0.74323,1.3295
"335538",0.0944092080908461,0.189197808973901,0.205831164234725,0.0344919313219142,15,"CONCORD NURSING AND REHABILITATION CENTER","Kings","NY","Non profit - Corporation","N",140,5,3,3,1,5,30.9,47.4,1.99372,0.7102,0.48532
"335539",0.0486676143032852,0.0198843463968882,0.0897789754641034,0.0493892358233656,10,"OUR LADY OF CONSOLATION NURSING AND REHAB CARE CTR","Suffolk","NY","Non profit - Corporation","N",450,5,4,3,3,5,27.1,23,1.92546,0.49392,0.90687
"335540",0.0623363501224621,0,0.115242434463183,0.0335356607968026,15,"THE GRAND REHABILITATION AND NRSG AT GUILDERLAND","Albany","NY","For profit - Corporation","N",127,2,1,1,1,3,54.8,61.9,1.43303,0.8807,0.34689
"335541",0.0715282075085095,0.0020010558846479,0.0604801324063911,0.086321437927193,15,"MASONIC CARE COMMUNITY OF NEW YORK","Oneida","NY","Non profit - Corporation","N",320,3,3,3,4,2,32.8,30.3,2.28745,1.00764,0.43801
"335543",0.143511417720988,0,0.213550272411534,0.156949303392739,15,"CAPSTONE CENTER FOR REHABILITATION AND NURSING","Montgomery","NY","For profit - Limited Liability company","N",120,4,2,2,2,4,65.9,33.3,1.6885,0.51458,0.44539
"335545",0.153673821448093,0.286563078358392,0.364747353056315,0.0681147039655007,15,"KING DAVID CENTER FOR NURSING AND REHABILITATION","Kings","NY","For profit - Partnership","N",271,4,3,3,3,5,32.3,40.9,2.39762,0.5303,0.86786
"335546",0,0,0,0,0,"PRESBYTERIAN HOME FOR CENTRAL NEW YORK INC","Oneida","NY","Non profit - Church related","N",242,4,2,2,2,4,34.4,38.5,1.8207,0.83299,0.40662
"335548",0.144766709787225,0.38864180174402,0.305414631133924,0.0210562984388961,12,"ONONDAGA CENTER FOR REHABILITATION AND NURSING","Onondaga","NY","For profit - Corporation","N",82,2,1,1,1,3,69.5,70,2.04333,0.8748,0.41288
"335549",0.323193113933247,0.100262254788145,0.711078972661065,0.188629050434979,15,"WARREN CENTER FOR REHABILITATION AND NURSING","Warren","NY","For profit - Corporation","N",80,5,2,1,2,4,69.6,50,1.95464,0.60907,0.85575
"335554",0,0,0,0,0,"THE BRIGHTONIAN, INC","Monroe","NY","For profit - Corporation","N",54,4,2,2,2,5,63.2,33.3,1.65194,1.3823,0.51189
"335555",0.0238336495703538,0.01032265493319,0.0192603499433628,0.0275287991616869,15,"COLD SPRING HILLS CENTER FOR NURSING AND REHAB","Nassau","NY","For profit - Limited Liability company","N",606,1,1,1,4,1,16.8,28.6,3.2562,0.7701,0.61224
"335556",0.0635804604910659,0.038889434025666,0.178324630070267,0.012719825969879,13,"ROCHESTER CENTER FOR REHABILITATION AND NURSING","Monroe","NY","For profit - Limited Liability company","N",124,4,1,1,1,4,66.7,65,2.19365,1.25205,0.42905
"335557",0.268782916087355,0.263168976573349,0.35766603714347,0.225658485768062,15,"REBEKAH REHAB AND EXTENDED CARE CENTER","Bronx","NY","Non profit - Corporation","N",213,5,2,2,1,4,42.1,50,1.83515,0.85149,0.30026
"335558",0.0722104752158742,0.149061065812454,0.122434309514223,0.0359259580928152,15,"BENSONHURST CENTER FOR REHAB AND HEALTHCARE","Kings","NY","For profit - Limited Liability company","N",200,4,3,3,2,4,18.6,20.5,2.22415,0.67363,0.77439
"335559",0.224965923144631,0.179498722220292,0.467466897079373,0.136497099609028,15,"SUNHARBOR MANOR","Nassau","NY","For profit - Limited Liability company","N",266,3,2,2,2,3,27.4,36.8,1.97272,0.80295,0.5328
"335560",0.14294195582809,0.227671649175645,0.38647143843028,0.0524611652907949,15,"NEW YORK CONGREGATIONAL NURSING CENTER","Kings","NY","For profit - Corporation","N",200,4,2,2,2,4,31.5,37.5,1.9453,0.61401,0.4903
"335561",0.174556115677629,0.221824154483945,0.359087740620249,0.115040995541846,15,"STATEN ISLAND CARE CENTER","Richmond","NY","For profit - Limited Liability company","N",300,5,4,3,2,5,30.6,34.4,1.73184,0.67594,0.32397
"335562",0.226435695889429,0.201226064507108,0.496567069284079,0.120874562243523,15,"LIVINGSTON COUNTY CENTER FOR NURSING AND REHAB","Livingston","NY","Government - County","N",266,3,4,4,4,4,51.6,43.3,2.66271,1.13597,0.42784
"335563",0,0,0,0,0,"ROME MEMORIAL HOSPITAL, INC - R H C F","Oneida","NY","Non profit - Corporation","Y",80,4,2,2,3,3,58.5,72.7,2.51393,1.33954,0.55327
"335564",0.139665338859854,0.086778541587821,0.652714614881767,0.0158436072934784,15,"ONTARIO CENTER FOR REHABILITATION AND HEALTHCARE","Ontario","NY","For profit - Limited Liability company","N",98,4,1,1,2,5,67.1,36.8,2.05149,0.42414,0.63817
"335565",0.0602683112203218,0.00746154397339625,0.0460648381897759,0.0792063585766018,6,"THE GRAND REHABILITATION AND NURSING AT BARNWELL","Columbia","NY","For profit - Partnership","N",236,2,1,1,1,3,40.4,26.1,1.8654,0.81083,0.46559
"335566",0.0721495638467499,0.0510996017880779,0.288357499187099,0,15,"UNITED HELPERS CANTON NURSING HOME","St. Lawrence","NY","Non profit - Corporation","N",160,3,4,4,2,2,58.3,56.3,2.18345,0.70288,0.45582
"335568",0.0958201744624886,0.265336786425407,0.0224581568839603,0.0604858163840308,15,"SUNRISE MANOR CTR FOR NURSING AND REHABILITATION","Suffolk","NY","For profit - Corporation","N",84,4,4,4,4,5,25.3,50,2.4558,0.52386,0.71579
"335569",0,0,0,0,0,"ELDERWOOD OF LAKESIDE AT BROCKPORT","Monroe","NY","For profit - Limited Liability company","N",120,2,4,4,3,2,48.7,40.9,1.64856,1.14195,0.58285
"335570",0.170458432729138,0.360920553247774,0.385037186877387,0.0473087686116578,15,"AMSTERDAM NURSING HOME CORP (1992)","New York","NY","Non profit - Other","N",409,5,5,4,3,5,36.7,42.2,2.4059,0.60592,0.71471
"335571",0.201083909599837,0.172461111833707,0.207402534285722,0.204139623116982,15,"ROCKAWAY CARE CENTER","Queens","NY","For profit - Corporation","N",228,1,2,3,2,1,29.7,40,1.8862,0.65262,0.43396
"335572",0,0,0,0,0,"MAPLEWOOD NURSING HOME INC","Monroe","NY","For profit - Corporation","N",74,5,5,5,4,5,NA,NA,3.03916,1.5403,0.86378
"335573",0,0,0,0,0,"LOCKPORT REHAB & HEALTH CARE CENTER","Niagara","NY","For profit - Limited Liability company","N",82,5,5,4,3,5,41.3,33.3,2.31715,0.79151,0.4286
"335574",0.435878535681485,0.0537589479772782,0.510051925859473,0.49897012084442,15,"GREENE MEADOWS NURSING AND REHABILITATION CENTER","Greene","NY","For profit - Corporation","N",120,3,2,2,3,3,66.4,21.4,2.12529,0.95598,0.66058
"335576",0.194036677103228,0,0.32198478761105,0.144567263571136,15,"FAIRPORT BAPTIST HOMES","Monroe","NY","Non profit - Church related","N",196,2,2,2,3,4,52.1,58.3,3.16616,1.47068,0.39931
"335577",0,0,0,0,0,"ELDERWOOD AT LANCASTER","Erie","NY","For profit - Limited Liability company","N",96,5,5,5,3,5,71.6,73.9,1.90332,0.60342,0.76668
"335578",0.117750338632412,0.00700568294409753,0.0417718602159974,0.161532349691808,15,"THE PINES HEALTHCARE & REHAB CTRS MACHIAS CAMPUS","Cattaraugus","NY","Government - County","N",115,4,5,5,4,3,36.7,28.6,2.72273,1.09936,0.54698
"335579",0.061082296680705,0.0290228856404497,0.244761689578307,0.00434292889857664,13,"CARTHAGE CENTER FOR REHABILITATION AND NURSING","Jefferson","NY","For profit - Corporation","N",90,3,1,1,1,2,66.3,57.1,2.21099,0.86243,0.4099
"335581",0.309474488928606,0.207074893273917,0.393221369383611,0.310688520216631,15,"PINNACLE MULTICARE NURSING AND REHAB CENTER","Bronx","NY","For profit - Partnership","N",480,4,2,2,3,4,34.4,30.9,1.87528,0.49956,0.46371
"335582",0.0035534853384658,0,0.0156416358884452,0.00162625627713383,4,"BROOKHAVEN REHAB & HEALTH CARE CENTER L L C","Queens","NY","For profit - Individual","N",298,5,2,1,1,5,33,34.5,1.91283,0.43028,0.54068
"335583",0.195334112698368,0.300817964101471,0.270097316737718,0.141791296619576,15,"ARCHCARE AT PROVIDENCE REST","Bronx","NY","Non profit - Corporation","N",200,5,4,3,3,5,31.3,28.8,2.02999,0.37677,0.8607
"335585",0.00120946615353634,0.012227037993894,0,0,3,"WATERVILLE RESIDENTIAL CARE CENTER","Oneida","NY","For profit - Limited Liability company","N",92,4,3,3,3,3,28,16.7,2.13432,0.95769,0.48976
"335586",0,0,0,0,0,"ALPINE REHABILITATION AND NURSING CENTER","Herkimer","NY","For profit - Corporation","N",80,3,2,2,3,2,50.6,55.6,2.18514,1.01503,0.54915
"335587",0.0467731759721468,0,0.0863157691429311,0.0278124629649908,11,"SUNSET NURSING AND REHABILITATION CENTER, INC","Oneida","NY","For profit - Corporation","N",120,3,1,1,2,2,59.8,46.7,1.95691,0.97947,0.29659
"335588",0.169725727770869,0.0196500202398774,0.112833001101088,0.256054635134624,15,"THE GRAND REHABILITATION AND NRSG AT CHITTENANGO","Madison","NY","For profit - Individual","N",80,3,1,2,1,3,69,50,1.81213,0.88529,0.54302
"335589",0.206061553536441,0.0207856162969329,0.312364659865818,0.173442647134595,15,"THE GRAND REHABILITATION AND NURSING AT ROME","Oneida","NY","For profit - Individual","N",160,2,1,1,1,4,55.1,68.4,1.81414,0.72004,0.48759
"335590",0.0242597122428009,0.0402732271060911,0.00343749600588848,0.0302165537333457,12,"PONTIAC NURSING HOME","Oswego","NY","For profit - Limited Liability company","N",80,1,1,2,1,2,NA,NA,1.81144,0.59709,0.53951
"335592",0.103399455394649,0.0166851466797644,0.324929207048825,0.0569043696545105,15,"MASSENA REHABILITATION & NURSING CENTER","St. Lawrence","NY","For profit - Individual","N",160,1,1,1,1,1,71,55.6,2.08745,0.47275,0.34641
"335595",0,0,0,0,0,"DUNKIRK REHABILITATION & NURSING CENTER","Chautauqua","NY","For profit - Limited Liability company","N",40,4,1,1,3,4,36.6,50,1.91834,0.89488,0.43193
"335596",0.101886451863231,0.0737873998293692,0.0773660718151713,0.125119559296794,3,"SWAN LAKE NURSING & REHABILITATION","Suffolk","NY","For profit - Corporation","N",120,4,2,3,1,5,69.4,60.7,2.30081,0.90111,0.80188
"335598",0,0,0,0,0,"CLINTON COUNTY NURSING HOME","Clinton","NY","Government - County","N",80,2,1,1,4,2,26.3,16.7,2.32206,0.99909,0.78122
"335600",0.0169318577275571,0,0,0.0306476209819083,6,"THE GRAND REHABILITATION AND NURSING AT UTICA","Oneida","NY","For profit - Corporation","N",220,3,1,1,2,3,36.3,47.4,1.88742,1.02285,0.43755
"335601",0,0,0,0,0,"THE CENTER FOR NURSING AND REHAB AT HOOSICK FALLS","Rensselaer","NY","Non profit - Corporation","N",82,5,3,3,1,5,NA,NA,1.4651,0.87198,0.33456
"335603",0.248372760115058,0,0.667700256514942,0.127365161317965,15,"SCHOFIELD RESIDENCE","Erie","NY","Non profit - Corporation","N",120,5,5,4,2,5,71.9,78.6,2.50696,1.1252,0.30912
"335604",0.279144409122289,0.431870842321499,0.406132463040518,0.182936699252278,15,"BROOKLYN UNITED METHODIST CHURCH HOME","Kings","NY","Non profit - Corporation","N",120,1,1,1,1,1,NA,NA,NA,NA,NA
"335606",0.280803271510279,0.336827161890425,0.121610073616506,0.26749871096823,15,"QUEEN OF PEACE RESIDENCE","Queens","NY","Non profit - Corporation","N",53,3,5,4,5,3,44.1,43.8,3.94457,0.28192,2.07736
"335607",0,0,0,0,0,"EDEN REHABILITATION NURSING CENTER","Erie","NY","For profit - Limited Liability company","N",40,3,5,5,4,3,37.8,37.5,1.89339,0.6612,0.80739
"335609",0.19009084901447,0.38828326945951,0.566153021500241,0.0599755684208957,15,"CROWN HEIGHTS CENTER FOR NURSING AND REHAB","Kings","NY","For profit - Limited Liability company","N",295,5,4,3,3,5,30.2,40.5,2.34017,0.64548,0.55488
"335610",0.00428294296425018,0,0.00828911547652713,0.00378646552345886,3,"ABSOLUT CTR FOR NURSING & REHAB ALLEGANY L L C","Cattaraugus","NY","For profit - Limited Liability company","N",37,5,5,5,2,5,50,28.6,1.65244,0.54115,0.78594
"335611",0.0592674128582019,0.0761016732417357,0.0105502985029626,0.0569377219283663,15,"GLEN ISLAND CENTER FOR NURSING AND REHABILITATION","Westchester","NY","For profit - Corporation","N",183,3,3,3,3,3,24.3,28.6,1.91225,0.15742,0.89598
"335612",0.0884402225677463,0.03220651795787,0.132067998464015,0.0771966030561761,15,"BAPTIST HEALTH NURSING AND REHABILITATION CENTER","Schenectady","NY","Non profit - Corporation","N",262,3,2,2,2,3,49,51.7,2.0741,0.84122,0.54152
"335613",0,0,0,0,0,"THE BAPTIST HOME AT BROOKMEADE","Dutchess","NY","Non profit - Corporation","N",120,5,5,5,2,5,21.7,8.3,1.66086,0.61125,0.43562
"335614",0.0617220781176703,0.0136716812806191,0.0405962414727668,0.0772871731152836,11,"BAYBERRY NURSING HOME","Westchester","NY","For profit - Partnership","N",60,4,4,4,3,5,37.5,37.5,2.62528,0.81571,0.76474
"335615",0,0,0,0,0,"HAMILTON MANOR NURSING HOME","Monroe","NY","For profit - Corporation","N",40,2,4,4,3,2,44.4,62.5,1.94217,1.11315,0.49158
"335617",0,0,0,0,0,"LATTA ROAD NURSING HOME WEST","Monroe","NY","For profit - Corporation","N",40,3,3,4,1,3,45,20,2.22253,1.333,0.3768
"335618",0,0,0,0,0,"LATTA ROAD NURSING HOME EAST","Monroe","NY","For profit - Individual","N",40,2,4,4,3,2,65.1,66.7,2.32547,1.276,0.51308
"335619",0.00279642644329985,0.0108629905232648,0,0,14,"NORTH COUNTRY NURSING & REHABILITATION CENTER","St. Lawrence","NY","For profit - Corporation","N",140,3,1,1,4,5,47.6,45.2,2.86774,0.269,1.06593
"335620",0.0477387576661183,0.0821066519795767,0.125753873832436,0.000564324690704415,15,"UNITY LIVING CENTER","Monroe","NY","Non profit - Corporation","N",120,5,3,2,3,3,41.4,50,2.4265,1.48942,0.58458
"335621",0.0113876380090966,0.0640823177774517,0,0.00113448123385153,15,"UNITED HEBREW GERIATRIC CENTER","Westchester","NY","Non profit - Corporation","N",294,5,5,4,3,4,29.6,20,2.37374,0.60967,0.93401
"335625",0.328246587002631,0.60890389828738,0.252031586484683,0.253552056005784,15,"DOWNTOWN BROOKLYN NURSING & REHABILITATION CENTER","Kings","NY","For profit - Limited Liability company","N",320,3,3,3,3,4,29.7,41.3,2.12109,0.22573,0.81499
"335626",0.414650826460457,0.34776721937502,0.421623407711996,0.425401790720272,15,"BEDFORD CENTER FOR NURSING AND REHABILITATION","Kings","NY","For profit - Limited Liability company","N",200,3,3,3,4,4,24.4,35,2.77147,0.8249,0.78495
"335627",0.0606927562295235,0.100528807613707,0.166551712279171,0.00131144980771603,15,"TERESIAN HOUSE NURSING HOME CO INC","Albany","NY","Non profit - Corporation","N",302,4,1,1,2,4,41.5,57.1,2.09367,1.09138,0.44273
"335628",0.635286174360393,0.942770293522264,0.76473101607957,0.516884854666399,15,"SULLIVAN COUNTY ADULT CARE CENTER","Sullivan","NY","Government - County","N",146,2,2,2,3,2,45.5,44,2.38311,0.95882,0.69278
"335631",0.329033906631025,0.418726766987101,0.7137260436596,0.158384456848585,15,"CHAPIN HOME FOR THE AGING","Queens","NY","Non profit - Corporation","N",220,3,4,4,3,2,38.2,36,2.05312,0.80368,0.45452
"335632",0.26376356143394,0.148389772383667,0.287428596782429,0.284845598594057,15,"PINE HAVEN HOME","Columbia","NY","For profit - Corporation","N",128,4,1,2,1,5,43.6,56.3,1.47972,1.15067,0.54585
"335634",0.0345365913109644,0.0100950006305602,0.0939721625952636,0.00050424416306055,12,"GARDEN GATE HEALTH CARE FACILITY","Erie","NY","For profit - Limited Liability company","N",184,5,5,4,3,5,51,30,2.10247,1.23667,0.53196
"335635",0.145793400837768,0.104491059162159,0.212877114786098,0.119216201649056,15,"LEROY VILLAGE GREEN RESIDENTIAL HEALTH C F, INC","Genesee","NY","For profit - Partnership","N",140,5,5,4,2,5,41.1,44.4,2.11514,1.05437,0.44914
"335636",0.135510441302337,0.00667345035190367,0.06392576801906,0.197255358441947,10,"GOOD SAMARITAN NURSING AND REHABILITATION CARE CTR","Suffolk","NY","Non profit - Church related","N",100,3,4,4,2,4,41.7,36.4,1.92423,0.69516,0.51817
"335637",0.399335324297796,0.26272106362142,0.685398966472998,0.309526533150173,15,"BROOKLYN-QUEENS NURSING HOME","Kings","NY","For profit - Corporation","N",140,4,1,1,3,5,33.6,60.9,2.27477,0.91419,0.49988
"335638",0.081923299879512,0.0766757712583648,0.290386052572832,0.000378634212305612,15,"BUFFALO CENTER FOR REHABILITATION AND NURSING","Erie","NY","For profit - Corporation","N",200,5,3,2,2,5,54,62.5,2.4636,1.00869,0.33931
"335640",0,0,0,0,0,"THE GRAND REHABILITATION & NURSING AT DELAWARE PAR","Erie","NY","For profit - Partnership","N",95,4,2,2,2,5,42.3,50,1.77144,0.90257,0.63267
"335641",0.0302859737063995,0.000342846198046351,0.0814658682760415,0.0167776796688486,6,"HOUGHTON REHABILITATION & NURSING CENTER","Allegany","NY","For profit - Limited Liability company","N",100,3,3,3,3,3,55,22.2,2.15494,0.80743,0.56043
"335642",0.0512278137475663,0,0.0449674229578797,0.0642271867385711,9,"GOWANDA REHABILITATION AND NURSING CENTER","Cattaraugus","NY","For profit - Limited Liability company","N",160,3,1,1,3,4,47.8,16.7,1.85375,0.70993,0.51736
"335644",0.124884214984949,0.1092364502372,0.126246349875379,0.126328668386342,15,"KINGS HARBOR MULTICARE CENTER","Bronx","NY","For profit - Corporation","N",720,4,3,3,2,5,33.3,33.3,2.18461,0.64858,0.47521
"335645",0.0281944478138924,0,0.00110344840224299,0.0453057237288675,13,"BETHANY NURSING HOME & HEALTH RELATED FACILITY INC","Chemung","NY","Non profit - Corporation","N",122,2,4,4,3,3,42.9,23.1,2.20484,0.84609,0.59425
"335647",0.0266067397117492,0,0.102175511783895,3.96206451495209e-05,13,"WILLIAMSVILLE SUBURBAN, L L C","Erie","NY","For profit - Limited Liability company","N",220,2,1,1,1,2,66.3,72.4,1.87386,0.80913,0.42824
"335648",0.234214664821997,0.159610426290562,0.445849946664375,0.220167604184919,15,"DITMAS PARK CARE CENTER","Kings","NY","For profit - Corporation","N",200,4,4,4,3,4,31.9,54,2.70685,0.51467,1.61145
"335649",0.0745946730093662,0.063738306457282,0.162765815824063,0.0180363268059677,15,"NORTH GATE HEALTH CARE FACILITY","Niagara","NY","For profit - Limited Liability company","N",200,4,4,4,2,4,60.6,50,2.18056,1.29348,0.35284
"335650",0.0669187330315068,0.0749147053985521,0.0669056878361868,0.0646477695283187,15,"TERRACE VIEW LONG TERM CARE FACILITY","Erie","NY","Government - County","Y",390,3,3,2,5,3,38.5,38.4,2.64118,1.07282,0.83346
"335652",0.0669717730977875,0,0.246689412274239,0.000122467717509665,15,"ABSOLUT CTR FOR NURSING & REHAB THREE RIVERS L L C","Steuben","NY","For profit - Limited Liability company","N",120,4,2,3,1,3,60.3,69.2,1.88089,0.91098,0.29108
"335653",0.324357385729897,0.140659407764131,0.41492336733235,0.346004809218939,15,"MENORAH HOME & HOSPITAL FOR AGED & INFIRM","Kings","NY","Non profit - Corporation","N",436,4,3,3,3,4,30.1,24.7,2.33045,0.61811,0.67311
"335655",0.277309535932123,0.345622988333282,0.283051265062109,0.254767776685029,15,"MIDDLETOWN PARK REHAB & HEALTH CARE CENTER","Orange","NY","For profit - Corporation","N",230,5,3,3,1,5,49.1,48.7,1.87224,0.79169,0.69601
"335656",0.139693975823292,0.0003796867584243,0.266572479939674,0.111517358341417,15,"HAYM SOLOMON HOME FOR THE AGED","Kings","NY","For profit - Partnership","N",240,4,2,2,3,4,24.7,14.3,2.6537,1.02873,0.49124
"335657",0.0636922328088826,0,0.116693311897086,0.0438251985174031,15,"CAMPBELL HALL REHABILITATION CENTER INC","Orange","NY","For profit - Corporation","N",134,1,1,1,1,3,51.9,57.1,1.94182,0.83779,0.26479
"335658",0.0872872668750591,0.00757916479269733,0.174982473975198,0.0518923150934997,15,"GROTON COMMUNITY HEALTH CARE CTR RES CARE FAC","Tompkins","NY","Non profit - Corporation","N",80,3,3,3,2,2,42.6,40,2.33301,1.13316,0.46358
"335659",0.404907358503315,0.531513710343526,0.15872421964214,0.40583186722585,15,"FORDHAM NURSING AND REHABILITATION CENTER","Bronx","NY","For profit - Limited Liability company","N",240,1,2,3,2,1,40.6,48.3,1.88399,0.24136,0.76276
"335661",0.028288198628233,0.0858697344861849,0.0394286574337154,0.00639009721472746,15,"WELLSVILLE MANOR CARE CENTER","Allegany","NY","For profit - Corporation","N",120,2,4,4,3,3,42.3,44.4,2.27249,0.64531,0.68557
"335662",0.0326025307009708,0.0781446268538812,0.0339700306995978,0.0204802277115781,10,"AUTUMN VIEW HEALTH CARE FACILITY L L C","Erie","NY","For profit - Corporation","N",230,5,5,5,1,5,47.4,53.6,1.6108,1.18664,0.29736
"335663",0.124156810686611,0.339640522933652,0.153271642253691,0.0484905662508538,15,"SAFIRE REHABILITATION OF SOUTHTOWN, L L C","Erie","NY","For profit - Individual","N",120,4,3,3,2,4,56.1,30,1.67198,0.66698,0.78518
"335665",0.147725796016837,0.160257243017925,0.12699147249383,0.150918853401151,15,"TERENCE CARDINAL COOKE HEALTH CARE CENTER","New York","NY","Non profit - Church related","N",679,4,2,2,3,5,35.9,46.7,2.33212,0.62872,0.56068
"335666",0.194122817192569,0.151133614429424,0.188780244923481,0.203944311048415,15,"BEZALEL REHABILITATION AND NURSING CENTER","Queens","NY","Non profit - Corporation","N",120,1,1,2,2,1,26.3,25,2.04053,0.51808,0.50901
"335667",0.00232073906910881,0.000488320881372621,0.0382757248982364,0,5,"SUNSHINE CHILDREN'S HOME AND REHAB CENTER","Westchester","NY","For profit - Limited Liability company","N",122,5,5,5,5,5,36.2,36.6,3.97509,0.21322,5.44583
